# E          M           C            S
-0.48000000  0.30425000  0.29409310  0.29892407
-0.64350000  0.38225001  0.38828738  0.39692548
-0.75100000  0.44749999  0.53801104  0.48880486
-0.81400000  0.47700000  0.50567842  0.49119368
-0.89150000  0.51499999  0.59938756  0.51310304
-0.94500000  0.54575002  0.63695984  0.52592169
-1.00450000  0.58399999  0.68232243  0.52523544
-1.01400000  0.58899999  0.67288751  0.52133338
-1.04500000  0.59549999  0.68101679  0.56050251
-1.05850000  0.61100000  0.74005881  0.53450836
-1.07650000  0.62500000  0.74124057  0.52303818
-1.07300000  0.62150002  0.75295091  0.52368752
-1.09500000  0.62949997  0.70434106  0.53012122
-1.10200000  0.63300002  0.70407361  0.51583001
-1.09600000  0.63424999  0.76821638  0.53172475
-1.10850000  0.64150000  0.69631285  0.50527145
-1.08250000  0.63475001  0.69105919  0.48163385
-1.12850000  0.65125000  0.65901475  0.47029326
-1.14600000  0.65700001  0.72084220  0.49626201
-1.11800000  0.64349997  0.67189649  0.49010964
-1.10150000  0.63599998  0.72786799  0.51694177
-1.14250000  0.64674997  0.70090721  0.53165301
-1.14050000  0.65324998  0.72540495  0.52006181
-1.14550000  0.66949999  0.71518374  0.46195685
-1.13400000  0.65775001  0.73713809  0.49796218
-1.13100000  0.65799999  0.67088680  0.48328888
-1.14200000  0.65275002  0.70301624  0.52958190
-1.15800000  0.66450000  0.69513782  0.49065394
-1.12450000  0.65700001  0.70309658  0.48798275
-1.15200000  0.65425003  0.67826142  0.50533118
-1.14200000  0.65200001  0.72374893  0.52999849
-1.13450000  0.64824998  0.75681496  0.54206309
-1.12350000  0.64625001  0.73626473  0.52133715
-1.10100000  0.64225000  0.70501280  0.50278582
-1.13300000  0.64700001  0.69000648  0.51773049
-1.12150000  0.64649999  0.66005139  0.49589760
-1.11450000  0.64375001  0.68680069  0.50139496
-1.11050000  0.64375001  0.64875622  0.48267627
-1.15300000  0.65724999  0.67089095  0.49202986
-1.13450000  0.65324998  0.71949613  0.50278307
-1.17100000  0.67150003  0.73447394  0.50194509
-1.17900000  0.66925001  0.72504057  0.50402100
-1.16750000  0.67299998  0.71956662  0.48241056
-1.14500000  0.66974998  0.67479699  0.45120931
-1.16550000  0.66900003  0.62713203  0.45645194
-1.18450000  0.68250000  0.68383592  0.45647940
-1.15550000  0.66700000  0.70997983  0.48732037
-1.16550000  0.67374998  0.70021474  0.46165407
-1.16400000  0.67150003  0.72015802  0.47674687
-1.17450000  0.67025000  0.75192205  0.52006439
-1.17550000  0.67400002  0.73201867  0.49301049
-1.14200000  0.66049999  0.70975436  0.49166168
-1.14750000  0.65974998  0.77979507  0.53138215
-1.15700000  0.66374999  0.69527259  0.49405153
-1.15700000  0.66100001  0.68801615  0.50513447
-1.16300000  0.66250002  0.73068401  0.49981992
-1.16450000  0.66175002  0.76309697  0.53631770
-1.14000000  0.65899998  0.72388161  0.49946186
-1.13700000  0.64700001  0.70850004  0.51557082
-1.14950000  0.66025001  0.76405067  0.52902045
-1.18500000  0.66500002  0.72310414  0.54298021
-1.16550000  0.66750002  0.73597862  0.51119484
-1.15250000  0.66900003  0.72900000  0.49496899
-1.15100000  0.66575003  0.70584211  0.48233658
-1.12950000  0.66700000  0.71393977  0.45600291
-1.13100000  0.65899998  0.67088680  0.47282386
-1.14000000  0.66224998  0.69900240  0.45691127
-1.17850000  0.67299998  0.73810994  0.47881076
-1.15050000  0.66525000  0.69086430  0.48940932
-1.15550000  0.67100000  0.78358086  0.50473145
-1.16950000  0.67549998  0.73890192  0.47991223
-1.17600000  0.68250000  0.73502336  0.45791953
-1.15950000  0.66750002  0.72291703  0.49427622
-1.15400000  0.66525000  0.72364112  0.50128837
-1.15150000  0.66125000  0.71459907  0.49765115
-1.15450000  0.66825002  0.74223989  0.49336597
-1.16500000  0.67374998  0.74435514  0.49369141
-1.17700000  0.68099999  0.73791971  0.48157824
-1.16150000  0.67374998  0.76356967  0.50485057
-1.19150000  0.68274999  0.70844147  0.47053254
-1.22650000  0.69274998  0.66566994  0.49390185
-1.22100000  0.69825000  0.63267647  0.42320036
-1.17550000  0.67925000  0.67966865  0.45911128
-1.16800000  0.67250001  0.71429482  0.48952467
-1.16200000  0.67250001  0.71528999  0.47512583
-1.16650000  0.67750001  0.70419127  0.47368605
-1.14900000  0.67250001  0.75425292  0.47548595
-1.15550000  0.66949999  0.73693232  0.48823473
-1.15800000  0.66374999  0.72571853  0.51492972
-1.18000000  0.67124999  0.72222300  0.49217971
-1.14500000  0.66724998  0.63074004  0.44742242
-1.17650000  0.66799998  0.73388047  0.51490861
-1.14250000  0.65525001  0.74081762  0.52010747
-1.15000000  0.65350002  0.76296272  0.54535752
-1.12700000  0.64999998  0.77720815  0.54535650
-1.11700000  0.64050001  0.78330356  0.54973197
-1.10850000  0.63725001  0.72222870  0.51839408
-1.09050000  0.62725002  0.67626849  0.52282894
-1.15250000  0.65425003  0.75387921  0.53988866
-1.12700000  0.64924997  0.72433981  0.49607337
