# E          M           C            S
-0.61350000  0.34474999  0.56686488  0.49397775
-0.81150000  0.44000000  0.78181197  0.63809516
-0.93550000  0.50800002  1.02538718  0.75395642
-1.07000000  0.57674998  1.17748488  0.79327964
-1.16200000  0.62274998  1.27750220  0.82064455
-1.22500000  0.66149998  1.31438571  0.79200594
-1.30850000  0.70174998  1.38260090  0.78534276
-1.37850000  0.73549998  1.36846793  0.72601059
-1.42950000  0.75449997  1.27119847  0.69924432
-1.48050000  0.78175002  1.34044607  0.67379503
-1.50050000  0.79600000  1.19923450  0.59977363
-1.54500000  0.81199998  1.17010346  0.56869880
-1.53800000  0.81550002  1.16156463  0.52745853
-1.55850000  0.82400000  1.06077078  0.52300805
-1.58500000  0.83550000  1.00889314  0.49356903
-1.61000000  0.85000002  1.02906904  0.44593215
-1.61700000  0.85299999  0.97261983  0.43812300
-1.61300000  0.85575002  0.94081082  0.38768375
-1.62700000  0.86350000  0.88723151  0.35956549
-1.64150000  0.86949998  0.88912805  0.35541493
-1.66900000  0.87949997  0.82943200  0.33714137
-1.70850000  0.89249998  0.75842762  0.31552570
-1.67750000  0.88575000  0.84096573  0.31381514
-1.67900000  0.88524997  0.85313130  0.31637909
-1.68200000  0.88300002  0.82426304  0.33778567
-1.66100000  0.87699997  0.86639818  0.35215086
-1.69050000  0.88950002  0.82311646  0.31678355
-1.69500000  0.89074999  0.77150652  0.31673151
-1.70350000  0.89450002  0.71240690  0.29162471
-1.68200000  0.88999999  0.75044879  0.27698468
-1.70500000  0.89725000  0.72229702  0.27112024
-1.72050000  0.90324998  0.67517302  0.25730757
-1.71800000  0.90025002  0.67505984  0.26850142
-1.73050000  0.90350002  0.71351706  0.27083499
-1.71300000  0.90125000  0.70617993  0.25817232
-1.74300000  0.91175002  0.63559382  0.23109667
-1.73100000  0.90499997  0.66782801  0.25823476
-1.71250000  0.90474999  0.65337912  0.21197399
-1.72450000  0.90775001  0.70458062  0.23131900
-1.70800000  0.90399998  0.66722569  0.21157946
-1.71300000  0.90474999  0.67468585  0.22933502
-1.72200000  0.90625000  0.68879913  0.23505707
-1.69850000  0.90074998  0.72622492  0.23407312
-1.71950000  0.90700001  0.66214235  0.23592039
-1.72400000  0.91025001  0.69020849  0.20715263
-1.75100000  0.91850001  0.59444681  0.18141099
-1.74300000  0.91724998  0.54307996  0.17209327
-1.74350000  0.91700000  0.58099785  0.18193277
-1.74950000  0.92025000  0.55754264  0.16901749
-1.77400000  0.92575002  0.51935311  0.17474710
-1.75400000  0.91949999  0.59340357  0.19311290
-1.77200000  0.92774999  0.55809870  0.15822384
-1.75200000  0.92049998  0.58262472  0.17851023
-1.75250000  0.91825002  0.60574432  0.18778301
-1.77850000  0.92575002  0.56517208  0.18367597
-1.78050000  0.93175000  0.52533994  0.13887456
-1.76900000  0.92725003  0.51724695  0.14623952
-1.76950000  0.92425001  0.54915734  0.17742600
-1.74500000  0.91500002  0.63765668  0.20505937
-1.72850000  0.90799999  0.70925749  0.23689298
-1.74300000  0.91450000  0.60902069  0.20735888
-1.72950000  0.90824997  0.64643467  0.22956918
-1.73600000  0.91200000  0.64288864  0.20193249
-1.72850000  0.91049999  0.62068039  0.20180335
-1.73250000  0.91000003  0.63015223  0.21894820
-1.73650000  0.91149998  0.65032419  0.20768103
-1.74850000  0.91575003  0.64315929  0.21127481
-1.74150000  0.91425002  0.60548450  0.20577889
-1.76600000  0.92049998  0.59245874  0.21124832
-1.73750000  0.91200000  0.61302733  0.20887691
-1.73050000  0.90974998  0.61509806  0.20246988
-1.73650000  0.91224998  0.62375106  0.21542632
-1.76200000  0.91724998  0.63620402  0.22814482
-1.75700000  0.91949999  0.55390605  0.18666472
-1.74350000  0.91600001  0.58690299  0.18854368
-1.74500000  0.91900003  0.57270014  0.15774984
-1.72650000  0.91299999  0.58587943  0.17554372
-1.76600000  0.92474997  0.56490142  0.15967280
-1.73400000  0.91675001  0.59836388  0.15853700
-1.75900000  0.92175001  0.59216349  0.17833852
-1.74600000  0.91974998  0.61800831  0.16689490
-1.74750000  0.91974998  0.54275616  0.15052585
-1.74500000  0.91549999  0.61403612  0.19581167
-1.74100000  0.91949999  0.56066941  0.15045442
-1.73700000  0.91500002  0.60559571  0.18621011
-1.73750000  0.91575003  0.63172694  0.19341755
-1.73850000  0.91149998  0.62296371  0.22901051
-1.73200000  0.91149998  0.63155864  0.20321683
-1.76250000  0.92374998  0.55594431  0.16343026
-1.75800000  0.92250001  0.58632527  0.17504938
-1.75150000  0.92049998  0.53293001  0.16214119
-1.75700000  0.92124999  0.61886259  0.17325178
-1.76050000  0.92299998  0.58860367  0.16375856
-1.75900000  0.92400002  0.60692634  0.15852328
-1.74950000  0.92224997  0.60084699  0.16060519
-1.75300000  0.92075002  0.60917816  0.16915231
-1.73550000  0.91474998  0.60592541  0.18116028
-1.72700000  0.91149998  0.64354608  0.19081623
-1.74600000  0.91649997  0.57667234  0.18474460
-1.75600000  0.92150003  0.57068846  0.16537876
