0 	 -12.00000000 	 -8.00000000 
1 	 4.00000000 	 4.00000000 
2 	 -8.00000000 	 -2.00000000 
3 	 -4.00000000 	 -2.00000000 
4 	 0.00000000 	 -4.00000000 
5 	 0.00000000 	 4.00000000 
6 	 -4.00000000 	 -8.00000000 
7 	 -4.00000000 	 6.00000000 
8 	 -8.00000000 	 -6.00000000 
9 	 4.00000000 	 6.00000000 
10 	 -4.00000000 	 8.00000000 
11 	 4.00000000 	 0.00000000 
12 	 -16.00000000 	 -12.00000000 
13 	 -4.00000000 	 4.00000000 
14 	 -24.00000000 	 14.00000000 
15 	 -8.00000000 	 8.00000000 
16 	 -8.00000000 	 0.00000000 
17 	 -4.00000000 	 2.00000000 
18 	 -12.00000000 	 6.00000000 
19 	 -24.00000000 	 -14.00000000 
20 	 -12.00000000 	 -8.00000000 
21 	 -12.00000000 	 6.00000000 
22 	 -8.00000000 	 4.00000000 
23 	 -8.00000000 	 -6.00000000 
24 	 -24.00000000 	 -14.00000000 
25 	 -20.00000000 	 12.00000000 
26 	 -12.00000000 	 8.00000000 
27 	 -12.00000000 	 2.00000000 
28 	 -8.00000000 	 6.00000000 
29 	 -16.00000000 	 10.00000000 
30 	 -12.00000000 	 -4.00000000 
31 	 -12.00000000 	 -6.00000000 
32 	 -4.00000000 	 4.00000000 
33 	 -24.00000000 	 -14.00000000 
34 	 0.00000000 	 4.00000000 
35 	 0.00000000 	 4.00000000 
36 	 -4.00000000 	 4.00000000 
37 	 0.00000000 	 4.00000000 
38 	 0.00000000 	 8.00000000 
39 	 -4.00000000 	 2.00000000 
40 	 -24.00000000 	 14.00000000 
41 	 -12.00000000 	 -10.00000000 
42 	 -16.00000000 	 8.00000000 
43 	 -4.00000000 	 -2.00000000 
44 	 -4.00000000 	 6.00000000 
45 	 0.00000000 	 2.00000000 
46 	 -8.00000000 	 6.00000000 
47 	 -8.00000000 	 6.00000000 
48 	 -8.00000000 	 -10.00000000 
49 	 -12.00000000 	 6.00000000 
50 	 -4.00000000 	 0.00000000 
51 	 -4.00000000 	 -2.00000000 
52 	 -12.00000000 	 -10.00000000 
53 	 -12.00000000 	 -8.00000000 
54 	 -8.00000000 	 8.00000000 
55 	 -12.00000000 	 -8.00000000 
56 	 -16.00000000 	 10.00000000 
57 	 -4.00000000 	 -2.00000000 
58 	 -12.00000000 	 -4.00000000 
59 	 0.00000000 	 2.00000000 
60 	 -12.00000000 	 4.00000000 
61 	 -12.00000000 	 -10.00000000 
62 	 -8.00000000 	 8.00000000 
