0 	 -4.00000000 
1 	 -12.00000000 
2 	 -8.00000000 
3 	 -12.00000000 
4 	 -8.00000000 
5 	 -4.00000000 
6 	 0.00000000 
7 	 0.00000000 
8 	 4.00000000 
9 	 -4.00000000 
10 	 -8.00000000 
11 	 -12.00000000 
12 	 -4.00000000 
13 	 -4.00000000 
14 	 -8.00000000 
15 	 -8.00000000 
16 	 -8.00000000 
17 	 -12.00000000 
18 	 -8.00000000 
19 	 -8.00000000 
20 	 -8.00000000 
21 	 -8.00000000 
22 	 -8.00000000 
23 	 -8.00000000 
24 	 -8.00000000 
25 	 -4.00000000 
26 	 -8.00000000 
27 	 -12.00000000 
28 	 -4.00000000 
29 	 -8.00000000 
30 	 -12.00000000 
31 	 -4.00000000 
32 	 -8.00000000 
33 	 -8.00000000 
34 	 -4.00000000 
35 	 -4.00000000 
36 	 -8.00000000 
37 	 0.00000000 
38 	 -8.00000000 
39 	 -8.00000000 
40 	 -8.00000000 
41 	 -12.00000000 
42 	 -4.00000000 
43 	 -8.00000000 
44 	 -4.00000000 
45 	 -8.00000000 
46 	 -12.00000000 
47 	 -12.00000000 
48 	 -8.00000000 
49 	 -4.00000000 
50 	 -8.00000000 
51 	 -8.00000000 
52 	 -8.00000000 
53 	 -4.00000000 
54 	 0.00000000 
55 	 -12.00000000 
56 	 -12.00000000 
57 	 -8.00000000 
58 	 -4.00000000 
59 	 -4.00000000 
60 	 -4.00000000 
61 	 -8.00000000 
62 	 -8.00000000 
63 	 -4.00000000 
64 	 -12.00000000 
65 	 -8.00000000 
66 	 -8.00000000 
67 	 -8.00000000 
68 	 -4.00000000 
69 	 -12.00000000 
70 	 -8.00000000 
71 	 -12.00000000 
72 	 -8.00000000 
73 	 -8.00000000 
74 	 -8.00000000 
75 	 -4.00000000 
76 	 0.00000000 
77 	 -4.00000000 
78 	 -4.00000000 
79 	 -4.00000000 
80 	 -8.00000000 
81 	 -4.00000000 
82 	 -8.00000000 
83 	 -8.00000000 
84 	 -4.00000000 
85 	 -4.00000000 
86 	 -8.00000000 
