0 	 -4.00000000 
1 	 -8.00000000 
2 	 0.00000000 
3 	 -4.00000000 
4 	 -8.00000000 
5 	 4.00000000 
6 	 -4.00000000 
7 	 -4.00000000 
8 	 -8.00000000 
9 	 -12.00000000 
10 	 -4.00000000 
11 	 0.00000000 
12 	 -4.00000000 
13 	 4.00000000 
14 	 -8.00000000 
15 	 -4.00000000 
16 	 0.00000000 
17 	 -4.00000000 
18 	 -8.00000000 
19 	 -8.00000000 
20 	 -8.00000000 
21 	 -8.00000000 
22 	 -4.00000000 
23 	 -4.00000000 
24 	 -4.00000000 
25 	 0.00000000 
26 	 -4.00000000 
27 	 -4.00000000 
28 	 -4.00000000 
29 	 -8.00000000 
30 	 -8.00000000 
31 	 -4.00000000 
32 	 -8.00000000 
33 	 0.00000000 
34 	 -4.00000000 
35 	 -4.00000000 
36 	 -8.00000000 
37 	 -4.00000000 
38 	 -8.00000000 
39 	 -8.00000000 
40 	 0.00000000 
41 	 -8.00000000 
42 	 -4.00000000 
43 	 0.00000000 
44 	 -8.00000000 
45 	 -4.00000000 
46 	 -4.00000000 
47 	 -4.00000000 
48 	 -4.00000000 
49 	 -8.00000000 
50 	 -4.00000000 
51 	 -4.00000000 
52 	 -4.00000000 
53 	 -4.00000000 
54 	 -4.00000000 
55 	 -4.00000000 
56 	 -8.00000000 
57 	 -4.00000000 
58 	 4.00000000 
59 	 -16.00000000 
60 	 -4.00000000 
61 	 0.00000000 
62 	 -8.00000000 
63 	 -8.00000000 
64 	 -4.00000000 
65 	 4.00000000 
66 	 -4.00000000 
67 	 -8.00000000 
68 	 -4.00000000 
69 	 -4.00000000 
70 	 -4.00000000 
71 	 0.00000000 
72 	 -4.00000000 
73 	 -4.00000000 
74 	 -8.00000000 
75 	 -4.00000000 
76 	 -4.00000000 
77 	 -8.00000000 
78 	 0.00000000 
79 	 0.00000000 
80 	 -8.00000000 
81 	 -8.00000000 
82 	 -4.00000000 
83 	 0.00000000 
84 	 -4.00000000 
85 	 -4.00000000 
86 	 0.00000000 
87 	 -8.00000000 
88 	 -8.00000000 
89 	 0.00000000 
90 	 -8.00000000 
91 	 -4.00000000 
92 	 -4.00000000 
93 	 -4.00000000 
94 	 -4.00000000 
95 	 -4.00000000 
96 	 -4.00000000 
97 	 -4.00000000 
98 	 -4.00000000 
99 	 -4.00000000 
100 	 -4.00000000 
101 	 0.00000000 
102 	 0.00000000 
103 	 0.00000000 
104 	 -8.00000000 
105 	 -4.00000000 
106 	 -4.00000000 
107 	 -8.00000000 
108 	 4.00000000 
109 	 -4.00000000 
110 	 -4.00000000 
111 	 -8.00000000 
112 	 0.00000000 
113 	 -4.00000000 
114 	 -4.00000000 
115 	 -4.00000000 
116 	 -4.00000000 
117 	 -12.00000000 
118 	 -4.00000000 
119 	 -8.00000000 
120 	 -4.00000000 
121 	 0.00000000 
122 	 0.00000000 
123 	 0.00000000 
124 	 -8.00000000 
125 	 0.00000000 
126 	 0.00000000 
127 	 -4.00000000 
128 	 -4.00000000 
129 	 -12.00000000 
130 	 0.00000000 
131 	 -4.00000000 
132 	 -4.00000000 
133 	 -4.00000000 
134 	 4.00000000 
135 	 4.00000000 
136 	 -8.00000000 
137 	 -4.00000000 
138 	 -4.00000000 
139 	 -4.00000000 
140 	 -4.00000000 
141 	 -4.00000000 
142 	 -12.00000000 
143 	 -8.00000000 
144 	 -8.00000000 
145 	 -4.00000000 
146 	 -12.00000000 
147 	 -4.00000000 
148 	 4.00000000 
149 	 -8.00000000 
150 	 -4.00000000 
151 	 -4.00000000 
152 	 -4.00000000 
153 	 -8.00000000 
154 	 -8.00000000 
155 	 -8.00000000 
156 	 -8.00000000 
157 	 -4.00000000 
158 	 -8.00000000 
159 	 0.00000000 
160 	 -4.00000000 
161 	 0.00000000 
162 	 -4.00000000 
163 	 -12.00000000 
164 	 -4.00000000 
165 	 -8.00000000 
166 	 -8.00000000 
167 	 -8.00000000 
168 	 -4.00000000 
169 	 0.00000000 
170 	 -4.00000000 
171 	 -4.00000000 
172 	 -8.00000000 
173 	 -8.00000000 
174 	 -4.00000000 
175 	 -12.00000000 
176 	 -8.00000000 
177 	 -8.00000000 
178 	 -12.00000000 
179 	 0.00000000 
180 	 4.00000000 
181 	 -4.00000000 
182 	 -8.00000000 
183 	 -4.00000000 
184 	 -8.00000000 
185 	 -4.00000000 
186 	 0.00000000 
187 	 -4.00000000 
188 	 4.00000000 
189 	 4.00000000 
190 	 0.00000000 
191 	 -8.00000000 
192 	 0.00000000 
193 	 0.00000000 
194 	 -8.00000000 
195 	 -4.00000000 
196 	 0.00000000 
197 	 0.00000000 
198 	 -8.00000000 
199 	 -8.00000000 
200 	 -4.00000000 
201 	 -4.00000000 
202 	 -12.00000000 
203 	 -4.00000000 
204 	 -8.00000000 
205 	 -4.00000000 
206 	 -4.00000000 
207 	 -4.00000000 
208 	 0.00000000 
209 	 0.00000000 
210 	 -4.00000000 
211 	 -8.00000000 
212 	 -4.00000000 
213 	 -4.00000000 
214 	 -4.00000000 
215 	 0.00000000 
216 	 -4.00000000 
217 	 -4.00000000 
218 	 4.00000000 
219 	 -4.00000000 
220 	 -12.00000000 
221 	 -4.00000000 
222 	 -4.00000000 
223 	 0.00000000 
224 	 -4.00000000 
225 	 -12.00000000 
226 	 0.00000000 
227 	 -8.00000000 
228 	 -8.00000000 
229 	 -4.00000000 
230 	 0.00000000 
231 	 4.00000000 
232 	 0.00000000 
233 	 4.00000000 
234 	 -4.00000000 
235 	 -8.00000000 
236 	 0.00000000 
237 	 -4.00000000 
238 	 -4.00000000 
239 	 -8.00000000 
240 	 -8.00000000 
241 	 -8.00000000 
242 	 0.00000000 
243 	 -8.00000000 
244 	 -4.00000000 
245 	 -4.00000000 
246 	 0.00000000 
247 	 0.00000000 
248 	 4.00000000 
249 	 0.00000000 
250 	 -4.00000000 
251 	 -12.00000000 
252 	 4.00000000 
253 	 -8.00000000 
254 	 -4.00000000 
255 	 -8.00000000 
256 	 -8.00000000 
257 	 0.00000000 
258 	 -8.00000000 
259 	 -4.00000000 
260 	 0.00000000 
261 	 0.00000000 
262 	 -4.00000000 
263 	 0.00000000 
264 	 -4.00000000 
265 	 -4.00000000 
266 	 0.00000000 
267 	 0.00000000 
268 	 -4.00000000 
269 	 -8.00000000 
