# E          M           C            S
-0.63850000  0.45824999  0.59774499  0.44182430
-0.77250000  0.53074998  0.72553928  0.47967396
-0.78300000  0.54549998  0.68514735  0.46071119
-0.82350000  0.56274998  0.76401019  0.48862111
-0.89500000  0.59025002  0.78011327  0.48620673
-0.90800000  0.59074998  0.75454780  0.50881654
-0.90250000  0.58099997  0.71422635  0.49539072
-0.85200000  0.57349998  0.71201119  0.46456615
-0.89200000  0.58324999  0.78117668  0.51075566
-0.95400000  0.60949999  0.80127540  0.50038131
-0.90500000  0.60925001  0.74791494  0.44410650
-0.88350000  0.59799999  0.76806544  0.44041432
-0.87700000  0.59375000  0.71684094  0.43795354
-0.91750000  0.61575001  0.74372698  0.43836779
-0.95150000  0.63674998  0.77410480  0.42621740
-0.96300000  0.63000000  0.79430838  0.44478889
-0.86600000  0.59625000  0.70626423  0.42720159
-0.87600000  0.58550000  0.71336526  0.44559237
-0.85900000  0.57975000  0.73685264  0.47122001
-0.83900000  0.57775003  0.74156926  0.46067895
-0.83950000  0.57400000  0.83909669  0.48495519
-0.90950000  0.59750003  0.74697466  0.47852889
-0.90050000  0.60675001  0.76183811  0.44068954
-0.86050000  0.58025002  0.75433677  0.46914863
-0.86650000  0.58649999  0.69148563  0.44336545
-0.89100000  0.58850002  0.70378409  0.44679532
-0.83350000  0.56650001  0.72994958  0.47039703
-0.86600000  0.57150000  0.67624146  0.47236272
-0.88900000  0.59399998  0.75784247  0.44809514
-0.82500000  0.56375003  0.78298501  0.47245205
-0.86650000  0.57674998  0.76023341  0.47963449
-0.89200000  0.59125000  0.76986376  0.47139678
-0.89300000  0.59625000  0.73325339  0.44369241
-0.85950000  0.58300000  0.75994102  0.47189170
-0.89500000  0.59925002  0.77054079  0.46632284
-0.85800000  0.58749998  0.74984858  0.44112816
-0.87750000  0.59149998  0.68072269  0.43339198
-0.89450000  0.59350002  0.69747626  0.44265303
-0.90150000  0.60474998  0.72389281  0.43401696
-0.89800000  0.60474998  0.69417158  0.42873998
-0.88650000  0.59525001  0.76752590  0.46614072
-0.88050000  0.58700001  0.72332194  0.46797352
-0.87800000  0.58625001  0.74511456  0.47772918
-0.82600000  0.56000000  0.82840902  0.51167537
-0.84850000  0.56849998  0.79655661  0.49997493
-0.84400000  0.57024997  0.75346524  0.49061322
-0.83600000  0.57099998  0.76467374  0.47999479
-0.84250000  0.57499999  0.65844493  0.42546173
-0.89550000  0.58925003  0.73091031  0.47857859
-0.92650000  0.60925001  0.78576582  0.44773452
-0.90850000  0.59724998  0.76623796  0.48950511
-0.88850000  0.58775002  0.71000402  0.47470271
-0.88700000  0.59649998  0.76576500  0.47328636
-0.91400000  0.59350002  0.79295605  0.50399863
-0.92350000  0.59899998  0.76888345  0.47664388
-0.93850000  0.61049998  0.77118084  0.46887750
-0.90850000  0.60175002  0.79800118  0.48016181
-0.90850000  0.60350001  0.70967333  0.43852364
-0.90150000  0.59700000  0.68951892  0.44144317
-0.93300000  0.59675002  0.74275625  0.49199561
-0.88450000  0.58749998  0.75585096  0.47971658
-0.82350000  0.57325000  0.72920119  0.45503004
-0.87300000  0.59649998  0.71727606  0.41787747
-0.86400000  0.58875000  0.71968310  0.44177925
-0.84600000  0.56524998  0.80806316  0.51463704
-0.85150000  0.57650000  0.70892494  0.44405146
-0.83950000  0.56900001  0.72901322  0.45343785
-0.85050000  0.57599998  0.72755124  0.47776536
-0.85850000  0.57950002  0.72420609  0.44685870
-0.88600000  0.59549999  0.68356876  0.43867949
-0.86900000  0.58600003  0.70721277  0.44975699
-0.86900000  0.58074999  0.68589226  0.46278729
-0.87250000  0.58824998  0.78210391  0.47489820
-0.92150000  0.59799999  0.73048912  0.46844863
-0.95650000  0.62625003  0.70833319  0.42792707
-0.91300000  0.60675001  0.74218190  0.45124365
-0.90850000  0.59350002  0.70967333  0.48091151
-0.87900000  0.58775002  0.64502649  0.43842314
-0.87650000  0.59700000  0.70640129  0.44276249
-0.83050000  0.57024997  0.69599688  0.44147084
-0.90100000  0.59125000  0.74656435  0.47700371
-0.84400000  0.57800001  0.73823630  0.43986010
-0.84650000  0.56924999  0.68758702  0.46859222
-0.84700000  0.57274997  0.74463593  0.46432034
-0.89550000  0.59899998  0.77268111  0.45850409
-0.92150000  0.59299999  0.76747368  0.50449088
-0.86300000  0.58649999  0.70006300  0.43808832
-0.88700000  0.58775002  0.72834532  0.46744683
-0.90300000  0.60299999  0.74681150  0.45094201
-0.89300000  0.59500003  0.75413879  0.46391805
-0.89600000  0.60350001  0.73783599  0.43588515
-0.87700000  0.58724999  0.69029908  0.43756572
-0.83650000  0.56900001  0.63377230  0.44057504
-0.89050000  0.59200001  0.74775787  0.45797347
-0.91000000  0.60474998  0.71079984  0.43203806
-0.90200000  0.60350001  0.75082323  0.45369514
-0.88050000  0.58350003  0.80294754  0.48926245
-0.91000000  0.59399998  0.74865463  0.48041705
-0.89650000  0.58850002  0.77391335  0.48670306
-0.87400000  0.58125001  0.74991472  0.47291379
