# E          M           C            S
-0.41050000  0.29525000  0.18208657  0.19964380
-0.54500000  0.35499999  0.22244566  0.27559329
-0.61150000  0.38200000  0.25687733  0.31503277
-0.63700000  0.40050000  0.27703533  0.32248470
-0.64400000  0.41150001  0.28537649  0.31798984
-0.68500000  0.43875000  0.31284114  0.34024722
-0.70700000  0.44275001  0.31204443  0.35171152
-0.71050000  0.44674999  0.29501708  0.34551735
-0.74100000  0.46149999  0.32611191  0.36024980
-0.75100000  0.46200001  0.38590316  0.40336039
-0.77200000  0.47400001  0.38400970  0.40513661
-0.78700000  0.49550000  0.37489993  0.37165988
-0.75950000  0.48500001  0.34764563  0.35661014
-0.74000000  0.48199999  0.37332823  0.37480687
-0.74100000  0.49050000  0.38739698  0.35637173
-0.76650000  0.48449999  0.36560726  0.37942263
-0.78800000  0.49250001  0.35246066  0.36782484
-0.79600000  0.49500000  0.37426538  0.38830507
-0.80100000  0.50424999  0.36375116  0.36531384
-0.82650000  0.51300001  0.42647100  0.41138291
-0.81050000  0.50424999  0.38107153  0.39695225
-0.76800000  0.49750000  0.40751508  0.38443507
-0.77200000  0.48800001  0.36709247  0.37420793
-0.74850000  0.48100001  0.37999649  0.35543051
-0.74600000  0.47674999  0.31470395  0.33894104
-0.71400000  0.46175000  0.34658495  0.35200308
-0.73700000  0.46175000  0.34610872  0.38590148
-0.73750000  0.46650001  0.36288263  0.37289373
-0.74200000  0.48625001  0.32038814  0.32697020
-0.74550000  0.47325000  0.38125028  0.39097488
-0.74200000  0.47575000  0.37656612  0.36810482
-0.76500000  0.48150000  0.35210189  0.36624973
-0.73400000  0.47250000  0.37855533  0.37059319
-0.74000000  0.48050001  0.34906955  0.36664292
-0.75150000  0.47700000  0.36627119  0.37811752
-0.75550000  0.47549999  0.35665964  0.36988595
-0.74750000  0.47549999  0.37743784  0.37807799
-0.74700000  0.47499999  0.36482620  0.36864409
-0.76150000  0.48050001  0.36291328  0.37624742
-0.76450000  0.48050001  0.38356124  0.38528698
-0.75550000  0.48025000  0.36942737  0.38340651
-0.78150000  0.48649999  0.35606978  0.38702939
-0.80000000  0.49149999  0.37154074  0.39571860
-0.79000000  0.50375003  0.40301318  0.38086856
-0.78900000  0.50174999  0.36353411  0.37357376
-0.77450000  0.48725000  0.35625108  0.37398278
-0.76550000  0.48949999  0.38958760  0.36645091
-0.77200000  0.47775000  0.33166204  0.38293196
-0.77950000  0.48300001  0.36005586  0.38965422
-0.72850000  0.46575001  0.33887165  0.37139290
-0.77950000  0.48850000  0.38527211  0.39347006
-0.79350000  0.49349999  0.37471065  0.39557178
-0.79900000  0.49425000  0.35028121  0.39095225
-0.81550000  0.50475001  0.35473172  0.39099960
-0.77250000  0.49599999  0.38222573  0.36828922
-0.79350000  0.49450001  0.36832679  0.36794237
-0.79750000  0.49050000  0.38414089  0.39563725
-0.75950000  0.48550001  0.40190846  0.40272198
-0.77250000  0.47674999  0.35669029  0.39769802
-0.74100000  0.46550000  0.35835041  0.38925308
-0.74400000  0.47549999  0.34915127  0.37638306
-0.78500000  0.48699999  0.37125347  0.38426454
-0.75700000  0.48249999  0.36573271  0.36556505
-0.79750000  0.49274999  0.36243576  0.39566648
-0.77800000  0.49750000  0.38937215  0.37906783
-0.80750000  0.50400001  0.39333365  0.40727227
-0.78750000  0.49724999  0.40597370  0.38513531
-0.76700000  0.48850000  0.33669891  0.34770730
-0.77350000  0.49175000  0.36939928  0.36452288
-0.78500000  0.48975000  0.37508379  0.38610710
-0.81000000  0.50050002  0.37524338  0.39378411
-0.76600000  0.48750001  0.34057136  0.36624286
-0.76200000  0.47874999  0.37646398  0.38849580
-0.74050000  0.46399999  0.36679722  0.38623278
-0.76400000  0.47525001  0.36394906  0.38324830
-0.72700000  0.45500001  0.34979859  0.37615818
-0.72800000  0.46474999  0.36805005  0.38435574
-0.78850000  0.49125001  0.38002202  0.39753523
-0.74250000  0.47150001  0.34864662  0.37034009
-0.73050000  0.46974999  0.36163906  0.37510146
-0.76300000  0.47549999  0.38441189  0.39163740
-0.76250000  0.48500001  0.36990488  0.37271188
-0.77000000  0.47125000  0.37773309  0.38849580
-0.75050000  0.47900000  0.35222924  0.37201805
-0.76250000  0.47925001  0.34915733  0.36260186
-0.74200000  0.46799999  0.32485684  0.35497637
-0.70750000  0.45625001  0.36077596  0.36324148
-0.73600000  0.46524999  0.36618341  0.37801670
-0.73100000  0.47174999  0.33437263  0.35557376
-0.71450000  0.45550001  0.33976795  0.35715144
-0.73000000  0.46599999  0.32187430  0.34957740
-0.71300000  0.45550001  0.34202305  0.36054129
-0.72000000  0.46750000  0.33081171  0.35596042
-0.75500000  0.47799999  0.39449073  0.38594802
-0.75050000  0.48074999  0.34233426  0.35694103
-0.75050000  0.47950000  0.35733633  0.37041687
-0.75700000  0.48525000  0.36413674  0.35847998
-0.74150000  0.48124999  0.35724441  0.35052966
-0.73050000  0.47575000  0.32557024  0.35341554
-0.76200000  0.47925001  0.34614064  0.37390128
