# E          M           C            S
-0.47350000  0.31950000  0.20622394  0.23484966
-0.55150000  0.35325000  0.20963204  0.27508556
-0.66400000  0.41049999  0.29984489  0.35357156
-0.68500000  0.43349999  0.33788377  0.36221674
-0.71800000  0.44700000  0.35522212  0.38893972
-0.71400000  0.43775001  0.37704583  0.38877023
-0.72400000  0.45275000  0.36166492  0.38642087
-0.79500000  0.48400000  0.42375314  0.40380518
-0.82000000  0.49450001  0.44912869  0.43503221
-0.81550000  0.50050002  0.40983882  0.41418009
-0.83900000  0.51674998  0.40983030  0.40414227
-0.83800000  0.52324998  0.43935781  0.40957134
-0.85450000  0.52625000  0.45187703  0.41736906
-0.83550000  0.52074999  0.44092665  0.40767241
-0.85300000  0.52875000  0.47400933  0.40513542
-0.82800000  0.51450002  0.43107464  0.42715627
-0.86400000  0.52625000  0.44824555  0.41980375
-0.81300000  0.50650001  0.44421065  0.41975775
-0.87150000  0.52249998  0.45507472  0.42936705
-0.85550000  0.51574999  0.47823797  0.45816520
-0.85450000  0.52350003  0.46669487  0.43096894
-0.87150000  0.53500003  0.46766988  0.41947652
-0.85250000  0.52649999  0.48212617  0.42841265
-0.87100000  0.52700001  0.47210968  0.43680344
-0.83750000  0.52625000  0.42559611  0.41006544
-0.85450000  0.51924998  0.44743168  0.43109301
-0.86050000  0.52824998  0.49108503  0.44118437
-0.86300000  0.52300000  0.50155569  0.46547056
-0.86150000  0.52724999  0.45000702  0.41650013
-0.87700000  0.53874999  0.44360312  0.41036974
-0.88500000  0.53600001  0.43827463  0.42856472
-0.87550000  0.53425002  0.42656816  0.40010062
-0.86350000  0.53250003  0.47341921  0.41238578
-0.86200000  0.53275001  0.46373315  0.42706601
-0.88650000  0.53950000  0.42563168  0.40232388
-0.85000000  0.52574998  0.41564038  0.40227977
-0.84150000  0.52424997  0.43527809  0.41603520
-0.83150000  0.52125001  0.45117763  0.40209214
-0.86500000  0.52375001  0.47828279  0.45632228
-0.84300000  0.50849998  0.45987311  0.45704334
-0.82400000  0.50800002  0.46012946  0.43182466
-0.84150000  0.51400000  0.45639351  0.42539984
-0.84000000  0.51899999  0.45512992  0.42368360
-0.85450000  0.52600002  0.44409767  0.41058538
-0.84150000  0.51975000  0.43194407  0.40908681
-0.84350000  0.52499998  0.44843633  0.40839942
-0.84650000  0.51349998  0.45574152  0.43916151
-0.85700000  0.52149999  0.47017151  0.44479736
-0.86650000  0.53250003  0.42646147  0.40629936
-0.86350000  0.53149998  0.46378761  0.42213163
-0.87600000  0.53675002  0.51880810  0.45370998
-0.88900000  0.54624999  0.47739965  0.41882990
-0.87550000  0.53474998  0.48361684  0.45136308
-0.87200000  0.53850001  0.47360184  0.42461464
-0.88150000  0.53825003  0.48762951  0.43429417
-0.87300000  0.54149997  0.45101204  0.39605737
-0.88100000  0.53074998  0.48504565  0.44290060
-0.88100000  0.53799999  0.42318118  0.40410716
-0.85450000  0.54000002  0.46336086  0.40213015
-0.85200000  0.53350002  0.44652964  0.39928306
-0.86650000  0.53950000  0.45757894  0.41297508
-0.88000000  0.53974998  0.44764691  0.42581239
-0.88150000  0.53950000  0.47762747  0.42210479
-0.87050000  0.53425002  0.49284836  0.43874954
-0.87300000  0.52775002  0.48287039  0.44558082
-0.87550000  0.53525001  0.47287391  0.44145442
-0.88100000  0.53375000  0.49578859  0.45413109
-0.87150000  0.53549999  0.46692899  0.43939020
-0.88050000  0.52675003  0.46542054  0.44919381
-0.85850000  0.53450000  0.48210246  0.43547045
-0.87150000  0.53649998  0.49063753  0.43173600
-0.89600000  0.55225003  0.44777138  0.38734588
-0.87050000  0.54525000  0.49136657  0.40558091
-0.89000000  0.53950000  0.50106522  0.43306029
-0.82350000  0.52200001  0.45301504  0.41851980
-0.86650000  0.53675002  0.47758302  0.43088579
-0.84800000  0.52950001  0.46364425  0.42515997
-0.83500000  0.51999998  0.43086571  0.39853936
-0.87000000  0.52899998  0.45653761  0.41921619
-0.87500000  0.53324997  0.47806052  0.42416668
-0.87150000  0.53399998  0.47693103  0.42194284
-0.86200000  0.52925003  0.46706717  0.42720953
-0.86950000  0.53724998  0.50654004  0.43009710
-0.87550000  0.53724998  0.47880104  0.41944590
-0.85300000  0.52875000  0.44326231  0.42339468
-0.84100000  0.52375001  0.46301153  0.41949930
-0.85500000  0.52675003  0.48709940  0.44310739
-0.89050000  0.54699999  0.48252032  0.42898845
-0.86400000  0.54124999  0.48751282  0.41730826
-0.85550000  0.52525002  0.42674598  0.41062050
-0.85800000  0.53125000  0.39131838  0.38888465
-0.88950000  0.54925001  0.47293318  0.40647930
-0.87200000  0.53574997  0.47286094  0.43397783
-0.87100000  0.53825003  0.41987680  0.41177443
-0.88500000  0.55425000  0.48383948  0.41278484
-0.92350000  0.56150001  0.49494952  0.43684843
-0.91050000  0.55350000  0.43099870  0.40541824
-0.90350000  0.54974997  0.49167478  0.43819216
-0.92950000  0.55650002  0.47106613  0.43454768
-0.91200000  0.56150001  0.45676877  0.39972115
