# E          M           C            S
-0.54400000  0.32550001  0.32980126  0.34936441
-0.69300000  0.39350000  0.47280120  0.47049281
-0.80050000  0.44800001  0.59605223  0.54268452
-0.89750000  0.49974999  0.69097363  0.58696482
-0.94900000  0.53399998  0.75760559  0.60836147
-1.00400000  0.56174999  0.79360862  0.61192206
-1.06800000  0.60575002  0.79145371  0.58818185
-1.09250000  0.62325001  0.81705328  0.56317378
-1.13450000  0.65175003  0.83140928  0.53607378
-1.17950000  0.67049998  0.88256949  0.56690799
-1.22600000  0.68400002  0.85813025  0.55875737
-1.18400000  0.67474997  0.88128672  0.54156081
-1.23700000  0.69400001  0.90122086  0.55183189
-1.24300000  0.69499999  0.91094055  0.57036469
-1.29400000  0.71850002  0.85345878  0.52936746
-1.28350000  0.70975000  0.89160603  0.55847002
-1.29700000  0.71875000  0.85214524  0.53481595
-1.30900000  0.72600001  0.83827648  0.51417744
-1.31900000  0.72600001  0.86959547  0.54864649
-1.28850000  0.71950001  0.84800558  0.52540276
-1.33200000  0.73624998  0.83703828  0.50930100
-1.32500000  0.73675001  0.86491394  0.49353855
-1.35450000  0.75099999  0.79667459  0.46116652
-1.35600000  0.75050002  0.90984300  0.50316749
-1.37700000  0.76200002  0.82785858  0.45788269
-1.36650000  0.75700003  0.81952464  0.46601235
-1.35100000  0.75774997  0.79753919  0.42731373
-1.35300000  0.76075000  0.74314411  0.39288888
-1.35800000  0.75325000  0.81960815  0.46526573
-1.35250000  0.74900001  0.79080761  0.47424100
-1.35150000  0.75024998  0.73983326  0.45820121
-1.35350000  0.75825000  0.75261703  0.42448936
-1.36400000  0.76125002  0.79993771  0.43521177
-1.36150000  0.75774997  0.82992244  0.45900942
-1.35350000  0.75774997  0.76140745  0.44950064
-1.36750000  0.75800002  0.73605589  0.44650359
-1.39000000  0.76674998  0.70298196  0.44334860
-1.40250000  0.77375001  0.75501807  0.42174131
-1.38350000  0.76450002  0.81073423  0.46340562
-1.38700000  0.76875001  0.77539237  0.42982336
-1.38750000  0.76950002  0.76719907  0.43142428
-1.36250000  0.76150000  0.71947968  0.42269574
-1.35100000  0.75174999  0.84525858  0.46729475
-1.36050000  0.75199997  0.83613099  0.47580678
-1.34950000  0.74500000  0.81744508  0.49587966
-1.34250000  0.74675000  0.84593607  0.50013114
-1.36400000  0.75150001  0.86586582  0.49998568
-1.32700000  0.74124998  0.84782538  0.49099680
-1.31050000  0.73774999  0.86953456  0.48181448
-1.33700000  0.74049997  0.79849860  0.48674985
-1.33300000  0.74199998  0.84478641  0.49483984
-1.32750000  0.74599999  0.90508299  0.49593672
-1.35150000  0.75325000  0.82648162  0.45496462
-1.36500000  0.75050002  0.82259438  0.50911057
-1.34850000  0.74975002  0.84808093  0.49187755
-1.33450000  0.74475002  0.84698087  0.47625150
-1.35200000  0.75225002  0.86484111  0.47718666
-1.35700000  0.75700003  0.85970499  0.47195506
-1.37250000  0.76275003  0.86489824  0.45677448
-1.38150000  0.76450002  0.80013550  0.46380197
-1.38500000  0.76674998  0.82510592  0.44612197
-1.38100000  0.76924998  0.83280130  0.44317442
-1.38050000  0.76924998  0.89686019  0.44753245
-1.36050000  0.75999999  0.81980593  0.45301117
-1.38050000  0.76775002  0.81083971  0.43956338
-1.39150000  0.76475000  0.79641841  0.45721845
-1.39250000  0.77074999  0.76431079  0.42694609
-1.40650000  0.77300000  0.77765715  0.42889689
-1.39650000  0.76899999  0.82168457  0.44620623
-1.38550000  0.76024997  0.82256863  0.48289208
-1.38550000  0.75975001  0.81880131  0.48652088
-1.39450000  0.77100003  0.80807701  0.44015168
-1.40400000  0.77249998  0.80001306  0.45994458
-1.40300000  0.76650000  0.76373879  0.47727546
-1.41850000  0.77800000  0.75781593  0.43599692
-1.38550000  0.76749998  0.84580044  0.46913635
-1.39000000  0.76800001  0.75384078  0.44327077
-1.39300000  0.76950002  0.75735946  0.44885717
-1.39700000  0.77375001  0.72681905  0.41144019
-1.35050000  0.76024997  0.78617632  0.42425472
-1.39050000  0.76275003  0.82726523  0.47460335
-1.37550000  0.75125003  0.82598434  0.52911053
-1.36900000  0.75475001  0.81333682  0.48737632
-1.37450000  0.75349998  0.76884665  0.48803641
-1.34300000  0.74550003  0.79201881  0.48125036
-1.36100000  0.75250000  0.73193758  0.45558654
-1.36250000  0.75099999  0.78791933  0.46393988
-1.34300000  0.74449998  0.79264669  0.48554529
-1.32350000  0.73799998  0.81178908  0.47729661
-1.34350000  0.75024998  0.81972556  0.46018186
-1.31700000  0.74349999  0.73465508  0.42802067
-1.36450000  0.75625002  0.77359347  0.45042597
-1.37350000  0.76450002  0.80086385  0.43804899
-1.34200000  0.75075001  0.79750654  0.44948137
-1.35200000  0.76024997  0.79388991  0.44247995
-1.36400000  0.75674999  0.79428673  0.46385563
-1.36900000  0.75950003  0.79826753  0.43999828
-1.36300000  0.75800002  0.85262243  0.45165434
-1.36800000  0.75599998  0.86793031  0.47164220
-1.31150000  0.73525000  0.83846170  0.48891414
