# E          M           C            S
-0.68000000  0.49274999  0.80670868  0.50275707
-0.78750000  0.54549998  0.94119900  0.54099218
-0.83750000  0.56725001  0.92616781  0.51336893
-0.88250000  0.58324999  0.90978899  0.52829781
-0.94800000  0.61549997  0.95276214  0.53187786
-0.93100000  0.61425000  1.05008757  0.55422999
-0.95500000  0.63300002  0.90544808  0.46723399
-0.96150000  0.63450003  0.92290034  0.47464213
-0.99700000  0.64899999  0.95005652  0.48336354
-1.05950000  0.67275000  1.00156428  0.47552886
-1.00550000  0.65675002  0.98137065  0.46773571
-1.03500000  0.66224998  0.96204831  0.47274988
-1.01900000  0.66425002  0.94207029  0.44523065
-1.02600000  0.65950000  0.89995185  0.46218720
-1.03500000  0.67299998  0.88689233  0.41509584
-1.02950000  0.66825002  0.92416918  0.43433051
-1.05200000  0.67874998  0.95017055  0.43206459
-1.04150000  0.67374998  1.01414487  0.44581545
-1.09950000  0.69274998  0.89508122  0.42910693
-1.07800000  0.68325001  0.93331488  0.43960078
-1.05000000  0.67449999  0.98428411  0.45745007
-1.05350000  0.67900002  0.92522240  0.42236993
-1.00150000  0.65925002  1.08250053  0.47470512
-0.98650000  0.64174998  0.97483571  0.48092563
-1.00050000  0.64749998  0.95448036  0.48484555
-1.04150000  0.66974998  0.94106217  0.44688962
-1.08300000  0.68199998  0.90313846  0.44349031
-1.02150000  0.66000003  1.00379926  0.47026614
-1.03900000  0.66575003  0.90597469  0.43446027
-1.02500000  0.66500002  0.95344424  0.44506827
-1.06050000  0.67275000  0.93082437  0.45465067
-1.09150000  0.68374997  0.95370910  0.47706099
-1.01750000  0.66299999  0.97406030  0.46072562
-1.04050000  0.65574998  0.97699605  0.53577083
-1.03800000  0.65875000  0.96833238  0.50009919
-1.03750000  0.67124999  1.00650695  0.44250385
-1.05900000  0.67400002  0.96825567  0.46673260
-1.04800000  0.67374998  0.96499442  0.45661449
-1.05650000  0.67350000  1.04634273  0.47709291
-1.05000000  0.67124999  0.87491921  0.43278448
-0.99250000  0.64600003  0.99738457  0.48738061
-0.99750000  0.65799999  0.91559414  0.43325256
-0.96900000  0.64300001  0.89780602  0.43621880
-1.00350000  0.65324998  1.01820848  0.48478479
-1.05400000  0.67124999  0.96061568  0.46410193
-1.06400000  0.67825001  0.88353156  0.42733278
-1.06900000  0.67400002  0.91117860  0.46925239
-1.03400000  0.66425002  0.92435422  0.44451076
-1.04000000  0.66649997  0.93742825  0.46740272
-1.06800000  0.67299998  1.01668100  0.50184897
-1.09650000  0.68599999  0.97871272  0.47676901
-1.03000000  0.66700000  0.98086322  0.47076152
-1.00350000  0.64999998  0.96326687  0.47984202
-1.07550000  0.67600000  0.96443205  0.47566034
-1.07250000  0.67425001  1.01511102  0.49808902
-1.04150000  0.66450000  1.00118695  0.49209372
-1.01700000  0.65775001  0.95465918  0.46988440
-0.97750000  0.64225000  0.97882882  0.47686788
-1.05250000  0.67199999  0.86531738  0.42716199
-1.07000000  0.67699999  0.95391073  0.45958811
-1.03150000  0.66425002  1.01773163  0.49022705
-1.03750000  0.66799998  0.91891137  0.44831413
-1.06900000  0.66850001  0.93605782  0.48478170
-1.05350000  0.66350001  0.97394420  0.48786312
-1.02400000  0.65724999  1.06291073  0.50858871
-0.98650000  0.64775002  0.99505007  0.49143922
-1.05850000  0.66675001  0.96656337  0.48474119
-1.02850000  0.66275001  0.93102755  0.46101485
-1.00500000  0.66299999  0.99304367  0.44452689
-0.99500000  0.65350002  0.99563525  0.45464483
-1.04150000  0.67224997  0.95816663  0.45060459
-1.06250000  0.67699999  1.01169012  0.46174813
-1.03700000  0.67275000  0.95293837  0.43881171
-1.03050000  0.65600002  0.95514380  0.48834527
-1.01650000  0.64850003  1.01093131  0.52345683
-0.99150000  0.64850003  1.04348162  0.50509843
-1.03400000  0.65875000  0.89843836  0.47742076
-1.03350000  0.66100001  0.95422742  0.47093711
-1.03450000  0.66549999  0.93076217  0.45743582
-0.98000000  0.65300000  0.98397312  0.44868832
-1.09250000  0.69199997  0.93466821  0.42914932
-1.04000000  0.66500002  0.99236985  0.47710562
-1.05750000  0.66399997  0.98909150  0.49627934
-1.01600000  0.64875001  0.97027711  0.51096998
-1.02050000  0.65775001  0.94116998  0.45980525
-1.01600000  0.65799999  0.92570184  0.45629076
-1.08150000  0.68750000  0.96714388  0.43034571
-1.03300000  0.67699999  0.97632483  0.42971078
-1.02950000  0.66874999  0.87389242  0.43839993
-1.06550000  0.68524998  0.99119794  0.43967579
-1.07500000  0.68325001  0.95448088  0.44788003
-1.03700000  0.67049998  0.94879183  0.44020034
-1.05100000  0.67425001  0.88144793  0.41997527
-1.04000000  0.66250002  0.90943912  0.46742246
-1.06400000  0.67350000  0.99548805  0.48645217
-1.05700000  0.67650002  0.90187377  0.42028921
-1.02650000  0.66399997  0.91622441  0.43328466
-1.01550000  0.65974998  0.98974665  0.44678869
-1.03700000  0.66949999  0.94257202  0.44287856
-1.08600000  0.68124998  0.92955812  0.46143848
