# E          M           C            S
-0.77300000  0.52450001  1.09747313  0.62456259
-0.89550000  0.59375000  1.27889158  0.61801704
-1.02200000  0.63274997  1.25518572  0.63531656
-1.05850000  0.65625000  1.31090878  0.61841321
-1.15750000  0.70525002  1.16301885  0.50295495
-1.15300000  0.70700002  1.14926123  0.48550524
-1.22350000  0.73425001  1.11430489  0.45108191
-1.18700000  0.72049999  1.17924910  0.48457877
-1.20500000  0.73374999  1.09936684  0.43235944
-1.24450000  0.74825001  1.18003710  0.44748447
-1.28600000  0.75999999  1.00136377  0.40982567
-1.25800000  0.75199997  1.10366410  0.44014941
-1.25650000  0.75550002  1.06635946  0.40036260
-1.26050000  0.75875002  1.03165491  0.39036225
-1.23800000  0.74650002  1.03627929  0.41632456
-1.24800000  0.75500000  0.97133069  0.36671951
-1.31550000  0.77174997  0.97029782  0.38507585
-1.27600000  0.76450002  1.07638367  0.40041059
-1.30250000  0.76674998  1.04572962  0.42155768
-1.30300000  0.77125001  1.06098036  0.39987103
-1.32150000  0.77974999  1.09757799  0.39316131
-1.30100000  0.76775002  0.97234285  0.38211508
-1.34150000  0.78925002  0.97637074  0.35097104
-1.30100000  0.76950002  1.03827095  0.40052092
-1.30650000  0.77649999  1.04400670  0.37589693
-1.29700000  0.77324998  1.03046506  0.36998861
-1.31900000  0.77675003  1.00521899  0.38195336
-1.29250000  0.76574999  1.07574260  0.41463220
-1.30800000  0.77300000  1.09160867  0.39640886
-1.26600000  0.75700003  1.05797404  0.41371442
-1.26700000  0.75550002  1.07170466  0.43166232
-1.30450000  0.77125001  1.04393637  0.38521188
-1.30000000  0.76924998  1.02345534  0.39087649
-1.29550000  0.77025002  1.01166300  0.39062560
-1.24650000  0.74725002  1.05513285  0.41338305
-1.30050000  0.77424997  1.03682869  0.38078092
-1.27800000  0.76225001  1.12885491  0.42634683
-1.29000000  0.76375002  1.00122815  0.41025150
-1.22900000  0.74575001  0.98027933  0.37924348
-1.27400000  0.75800002  1.03205487  0.40450678
-1.25150000  0.75225002  1.15750350  0.43400116
-1.26800000  0.75449997  1.13001022  0.43965028
-1.21200000  0.74475002  1.03113062  0.37957976
-1.26350000  0.75575000  1.09426275  0.43025788
-1.27450000  0.75575000  1.11644473  0.44333236
-1.31000000  0.76725000  1.02383207  0.41629886
-1.23900000  0.74800003  1.18075100  0.44846875
-1.25600000  0.74874997  1.10373442  0.44194757
-1.29600000  0.76824999  1.01939668  0.40458462
-1.26100000  0.75225002  1.15186821  0.45262237
-1.21800000  0.73850000  1.10250878  0.43973227
-1.26700000  0.75550002  1.13888854  0.44235941
-1.24250000  0.73874998  1.06820796  0.47443559
-1.22300000  0.74049997  1.16854991  0.46337425
-1.24600000  0.74699998  1.07615763  0.42506216
-1.26300000  0.75325000  1.03433285  0.42643864
-1.26050000  0.75024998  1.06493290  0.43522159
-1.24350000  0.74449998  1.05882482  0.44394484
-1.26350000  0.75024998  1.05407800  0.44948477
-1.24800000  0.75050002  1.04228189  0.41283481
-1.23650000  0.73925000  1.08170501  0.46380802
-1.26800000  0.75000000  1.05026861  0.46236126
-1.27450000  0.75650001  1.04298198  0.42722796
-1.28150000  0.75900000  1.02755606  0.41787031
-1.25800000  0.75625002  1.08357172  0.40446711
-1.24350000  0.74774998  0.99791981  0.40626790
-1.26900000  0.75725001  1.11735956  0.42300292
-1.23650000  0.74274999  1.14009848  0.45786833
-1.28400000  0.76150000  1.07957334  0.41239462
-1.28900000  0.76599997  1.06986621  0.40012079
-1.25100000  0.75274998  1.07117221  0.40902540
-1.21150000  0.73774999  1.08597464  0.43506328
-1.24000000  0.74349999  1.16510658  0.45416963
-1.25450000  0.75875002  0.92137289  0.34519610
-1.28800000  0.76050001  1.11087224  0.44224871
-1.29600000  0.76225001  1.08218535  0.43110084
-1.22150000  0.73624998  1.12407481  0.45819177
-1.22900000  0.73600000  1.17555210  0.48726788
-1.25600000  0.75150001  1.15584902  0.45323447
-1.25700000  0.75375003  1.09679502  0.42839738
-1.27000000  0.75349998  1.09779712  0.45237866
-1.21200000  0.73600000  1.12719729  0.45755284
-1.19850000  0.73600000  1.17847491  0.43417724
-1.25300000  0.75075001  1.15842837  0.44234959
-1.31450000  0.76975000  1.05413325  0.42561759
-1.31700000  0.77450001  1.03038972  0.39278724
-1.31050000  0.76899999  1.12759600  0.43669744
-1.28750000  0.75825000  1.14644265  0.46331644
-1.29200000  0.76375002  1.06423281  0.42372234
-1.31550000  0.77200001  1.05380675  0.40976824
-1.31450000  0.76824999  0.96183391  0.40656527
-1.27550000  0.74975002  1.05855358  0.45859681
-1.27150000  0.76275003  1.08037389  0.39576011
-1.26400000  0.75174999  1.09014695  0.44550382
-1.27700000  0.76525003  1.04799566  0.38184568
-1.29400000  0.76975000  1.08200954  0.39907265
-1.30300000  0.77025002  0.98437818  0.38309785
-1.29850000  0.76800001  1.02037304  0.39691593
-1.26700000  0.76024997  1.10623843  0.40721856
-1.26400000  0.75375003  1.02986983  0.41928495
