# E          M           C            S
-0.47400000  0.31799999  0.25510474  0.27803959
-0.60100000  0.37000000  0.29944271  0.33924801
-0.67950000  0.41800001  0.36054252  0.37348805
-0.76500000  0.44900000  0.43515605  0.44636676
-0.76600000  0.46849999  0.50559033  0.44562139
-0.79900000  0.48725000  0.50185706  0.45873976
-0.82600000  0.49950001  0.51512799  0.47361340
-0.86250000  0.52249998  0.56689725  0.47259249
-0.90950000  0.54075003  0.59512039  0.49173171
-0.92300000  0.54325002  0.61711315  0.51305099
-0.92350000  0.54500002  0.58526596  0.49525059
-0.95150000  0.56024998  0.57177747  0.50541530
-0.97150000  0.57249999  0.57489288  0.49699878
-0.97450000  0.58525002  0.61215939  0.47104843
-1.00850000  0.58999997  0.59097463  0.48660965
-1.01850000  0.60049999  0.60181764  0.48166105
-1.00600000  0.59875000  0.58994994  0.47278200
-1.01350000  0.59799999  0.66083630  0.49648294
-1.00650000  0.59649998  0.63105720  0.50198041
-1.03350000  0.60549998  0.64397134  0.50458980
-1.01750000  0.59500003  0.61710923  0.50118715
-1.00350000  0.59175003  0.64372768  0.51543895
-0.98800000  0.59275001  0.59715889  0.49335708
-1.00350000  0.58775002  0.63459032  0.51757874
-0.97150000  0.57900000  0.62623615  0.49411087
-0.99950000  0.58499998  0.59109995  0.48858839
-0.98650000  0.59050000  0.63081354  0.49042088
-1.00100000  0.59724998  0.64309459  0.47994037
-0.95050000  0.56924999  0.56812601  0.48904070
-0.96950000  0.57900000  0.55641278  0.46871504
-0.97950000  0.58225000  0.60472767  0.49184007
-1.00100000  0.58824998  0.58565974  0.47522799
-0.99000000  0.58824998  0.61855598  0.48149450
-1.01900000  0.58875000  0.58590340  0.49619876
-0.98500000  0.58525002  0.58091875  0.47797452
-0.98950000  0.58249998  0.57263377  0.47793536
-0.97100000  0.57550001  0.58767866  0.49432570
-0.96650000  0.57674998  0.55520838  0.47072933
-0.95150000  0.55774999  0.55785387  0.51455778
-0.95250000  0.57725000  0.59239484  0.46306691
-0.98250000  0.58125001  0.55967438  0.45906161
-0.95500000  0.57550001  0.57996150  0.46860008
-0.95600000  0.56650001  0.58229196  0.48293004
-0.97400000  0.57749999  0.54445458  0.45907010
-0.98650000  0.57800001  0.58512672  0.48900264
-0.95400000  0.57249999  0.62679527  0.47951858
-0.96300000  0.57349998  0.59372150  0.47182203
-0.97000000  0.57849997  0.58540041  0.47110961
-0.96950000  0.57450002  0.64996197  0.52743914
-0.99250000  0.58200002  0.62929239  0.50673337
-0.97500000  0.57950002  0.61024533  0.48742587
-1.00650000  0.58800000  0.62888164  0.52674669
-0.98950000  0.58450001  0.64268689  0.50717545
-1.00250000  0.59775001  0.63895188  0.48470277
-0.99350000  0.59025002  0.58841617  0.47301413
-0.95500000  0.57150000  0.55167919  0.46345772
-0.95800000  0.57849997  0.52385113  0.44835243
-0.97100000  0.57924998  0.58158708  0.45218049
-0.96500000  0.57550001  0.61268196  0.47981393
-0.95800000  0.56774998  0.58998823  0.49441267
-0.95500000  0.57200003  0.56386234  0.46340881
-0.95450000  0.56950003  0.53702416  0.46362647
-0.94650000  0.56124997  0.59482103  0.51994579
-0.96350000  0.57525003  0.50045382  0.45478187
-0.96650000  0.57475001  0.55955951  0.46837031
-0.96000000  0.57024997  0.58592254  0.48533625
-0.95350000  0.56349999  0.60909272  0.52489580
-0.94900000  0.56325001  0.58243990  0.49092697
-0.98700000  0.58050001  0.58667268  0.49086941
-0.99800000  0.59350002  0.55606686  0.47332583
-0.98850000  0.59399998  0.59957246  0.46359643
-1.01650000  0.60425001  0.56582513  0.45237818
-1.00850000  0.60299999  0.57357013  0.46281544
-1.03200000  0.61425000  0.61085623  0.46492441
-1.04600000  0.62225002  0.61852814  0.48396392
-1.03150000  0.60699999  0.59502988  0.47883116
-1.00100000  0.60175002  0.60045356  0.47026744
-1.01050000  0.60025001  0.61135879  0.47516461
-0.99900000  0.59974998  0.60959092  0.44765809
-0.99250000  0.59249997  0.59535361  0.45385902
-0.98350000  0.58775002  0.56190912  0.45656293
-0.97000000  0.58674997  0.56756079  0.45220691
-0.98750000  0.59525001  0.56080567  0.45393749
-1.00400000  0.59750003  0.58780919  0.48281649
-1.01000000  0.59025002  0.57939585  0.47730173
-0.98950000  0.58399999  0.60309165  0.47892615
-0.99650000  0.58499998  0.57802569  0.48726923
-0.99100000  0.58649999  0.64948204  0.50009366
-0.99150000  0.58824998  0.61969206  0.50161319
-1.00150000  0.58974999  0.59327203  0.48437314
-0.98950000  0.58724999  0.65051892  0.50715674
-1.00750000  0.59850001  0.62581148  0.47452626
-0.97300000  0.58899999  0.61615590  0.47337207
-0.95200000  0.57849997  0.55075849  0.44604357
-0.97200000  0.58324999  0.61127394  0.48470025
-0.98400000  0.59249997  0.59957463  0.44957141
-0.98350000  0.59249997  0.59323722  0.45385902
-0.97750000  0.58399999  0.56237208  0.43769924
-0.96700000  0.58200002  0.57941500  0.46154865
-0.97100000  0.57950002  0.58941911  0.48082957
