# E          M           C            S
-0.85950000  0.44250000  1.50134561  0.90192310
-1.19500000  0.60624999  2.51690366  1.29169431
-1.43200000  0.72974998  2.54610952  1.15645849
-1.61100000  0.81999999  2.18061761  0.92811673
-1.73050000  0.87325001  1.70264161  0.76090942
-1.78350000  0.90300000  1.37377136  0.56661535
-1.84050000  0.92825001  1.07426880  0.44305761
-1.87050000  0.94650000  0.78523560  0.29788030
-1.90050000  0.95824999  0.63304991  0.24576339
-1.91500000  0.96850002  0.49972208  0.16122282
-1.92650000  0.97425002  0.40437033  0.10735476
-1.92600000  0.97399998  0.36603367  0.10887634
-1.94350000  0.98049998  0.30206890  0.08283559
-1.94400000  0.98199999  0.31917483  0.06884352
-1.95250000  0.98525000  0.21894722  0.04908450
-1.95000000  0.98400003  0.21635275  0.05497540
-1.94100000  0.98250002  0.23407609  0.04781146
-1.94350000  0.98374999  0.24050510  0.04195977
-1.94500000  0.98350000  0.22848961  0.04949810
-1.95800000  0.98799998  0.19338770  0.03361828
-1.94050000  0.98224998  0.25388731  0.05003944
-1.94950000  0.98650002  0.21863765  0.02923252
-1.95000000  0.98600000  0.21635275  0.03439299
-1.95650000  0.98724997  0.20919552  0.03309022
-1.94500000  0.98474997  0.23728444  0.03301054
-1.94150000  0.98325002  0.24768168  0.04112120
-1.94300000  0.98400003  0.24098530  0.03508168
-1.93700000  0.98325002  0.23240155  0.02719490
-1.95100000  0.98699999  0.18714689  0.02141720
-1.93650000  0.98250002  0.29615877  0.03852768
-1.95150000  0.98600000  0.21827178  0.03571915
-1.92300000  0.97874999  0.35932850  0.04593826
-1.95150000  0.98675001  0.20771799  0.02698367
-1.94500000  0.98575002  0.22145375  0.02337577
-1.94800000  0.98650002  0.18853295  0.01994874
-1.96100000  0.98874998  0.16695396  0.02551458
-1.94700000  0.98600000  0.19834798  0.02245625
-1.96400000  0.99000001  0.14215255  0.01883254
-1.93900000  0.98325002  0.28691541  0.03714207
-1.94750000  0.98549998  0.20487550  0.02628486
-1.94800000  0.98525000  0.23426605  0.03714776
-1.93650000  0.98224998  0.25394360  0.03743994
-1.94800000  0.98575002  0.19732778  0.02602810
-1.95250000  0.98774999  0.19080378  0.01995949
-1.95050000  0.98624998  0.21406434  0.02949307
-1.94950000  0.98624998  0.23798627  0.02882968
-1.94450000  0.98425001  0.28526726  0.03947630
-1.95500000  0.98750001  0.20562306  0.02685656
-1.95900000  0.98925000  0.14823857  0.01767270
-1.94800000  0.98600000  0.21491743  0.02510921
-1.95550000  0.98825002  0.19274567  0.02141277
-1.94750000  0.98549998  0.20663447  0.03092675
-1.93500000  0.98175001  0.26577968  0.03658492
-1.93850000  0.98275000  0.27681015  0.04160436
-1.94800000  0.98525000  0.24130192  0.03847456
-1.95800000  0.98750001  0.17228011  0.03614034
-1.95250000  0.98650002  0.20663447  0.03254825
-1.94950000  0.98575002  0.20808385  0.03265955
-1.95300000  0.98650002  0.20784639  0.03453781
-1.94200000  0.98400003  0.24193514  0.03110256
-1.95100000  0.98724997  0.16252137  0.01916455
-1.93850000  0.98350000  0.24514877  0.02894161
-1.95450000  0.98724997  0.20970210  0.02844833
-1.96450000  0.99024999  0.13976564  0.01855365
-1.94050000  0.98374999  0.24861042  0.03068706
-1.96350000  0.99000001  0.15684871  0.02082210
-1.95200000  0.98774999  0.16672178  0.01730717
-1.95650000  0.98850000  0.18808793  0.02047997
-1.95950000  0.98975003  0.14060994  0.01380488
-1.95600000  0.98825002  0.18865960  0.02207617
-1.95500000  0.98799998  0.17396168  0.01969262
-1.93900000  0.98350000  0.26580782  0.03292010
-1.95050000  0.98675001  0.17712606  0.02101562
-1.95050000  0.98650002  0.21582330  0.02790636
-1.94850000  0.98600000  0.21440206  0.02709814
-1.94400000  0.98549998  0.20836001  0.02230573
-1.94800000  0.98624998  0.20612261  0.02352502
-1.95200000  0.98675001  0.21421385  0.03162556
-1.94250000  0.98449999  0.27840026  0.03458650
-1.95550000  0.98750001  0.18219188  0.02420423
-1.93750000  0.98299998  0.25483012  0.03274303
-1.94100000  0.98350000  0.27101436  0.04286728
-1.94550000  0.98425001  0.23327224  0.03815013
-1.95450000  0.98750001  0.19035348  0.02486763
-1.94800000  0.98650002  0.20964054  0.02193830
-1.94500000  0.98575002  0.19682823  0.02072281
-1.93900000  0.98425001  0.21303886  0.02223490
-1.94550000  0.98549998  0.21216465  0.02429530
-1.93900000  0.98299998  0.25701300  0.03406919
-1.94050000  0.98400003  0.23453869  0.03043979
-1.95000000  0.98549998  0.23042447  0.03623140
-1.94700000  0.98525000  0.24759901  0.03582160
-1.93100000  0.98000002  0.28839294  0.04747945
-1.95450000  0.98600000  0.22377383  0.04500293
-1.95200000  0.98750001  0.16320385  0.01757278
-1.94000000  0.98425001  0.23147985  0.02555063
-1.96400000  0.99024999  0.15270634  0.01921704
-1.95300000  0.98624998  0.23071294  0.03546113
-1.93700000  0.98299998  0.24999121  0.03075347
-1.94950000  0.98624998  0.21160178  0.02684075
