0 1.0 0.992328 0.00783853
1 1.06345926571 0.985043 0.0151619
2 1.12691853142 0.987364 0.0128319
3 1.19037779713 0.987327 0.0128684
4 1.25383706284 0.987197 0.013001
5 1.31729632855 0.984549 0.0156629
6 1.38075559426 0.981741 0.0184825
7 1.44421485997 0.981547 0.0186772
8 1.50767412569 0.981007 0.0192266
9 1.5711333914 0.985957 0.0142592
10 1.63459265711 0.974068 0.0261997
11 1.69805192282 0.973104 0.0271722
12 1.76151118853 0.983419 0.0168292
13 1.82497045424 0.975431 0.0248488
14 1.88842971995 0.969144 0.0311714
15 1.95188898566 0.965369 0.0349681
16 2.01534825137 0.960674 0.0397656
17 2.07880751708 0.9368 0.0636705
18 2.14226678279 0.912918 0.0877032
19 2.2057260485 0.827801 0.172895
20 2.33264457992 0.300571 0.699434
21 2.39610384563 0.131241 0.868797
22 2.45956311134 0.0616929 0.938109
23 2.52302237706 0.0547983 0.944959
24 2.58648164277 0.0336266 0.966069
25 2.64994090848 0.0317825 0.967873
26 2.71340017419 0.0319392 0.967722
27 2.7768594399 0.0250126 0.974542
28 2.84031870561 0.02873 0.970913
29 2.90377797132 0.0254383 0.974152
30 2.96723723703 0.0238536 0.975679
31 3.03069650274 0.0271829 0.972341
32 3.09415576845 0.0267826 0.972726
33 3.15761503416 0.0297898 0.96966
34 3.22107429987 0.0272102 0.972219
35 3.28453356558 0.0288546 0.97059
36 3.34799283129 0.025605 0.973898
37 3.411452097 0.0307263 0.968662
38 3.47491136272 0.029874 0.969498
39 3.53837062843 0.0270735 0.972341
