0 1.0 1.0
1 1.06345926571 1.0
2 1.12691853142 1.0
3 1.19037779713 1.0
4 1.25383706284 1.0
5 1.31729632855 1.0
6 1.38075559426 1.0
7 1.44421485997 1.0
8 1.50767412569 1.0
9 1.5711333914 1.0
10 1.63459265711 1.0
11 1.69805192282 1.0
12 1.76151118853 1.0
13 1.82497045424 1.0
14 1.88842971995 1.0
15 1.95188898566 1.0
16 2.01534825137 1.0
17 2.07880751708 0.996
18 2.14226678279 0.98
19 2.2057260485 0.94
20 2.33264457992 0.724
21 2.39610384563 0.904
22 2.45956311134 0.976
23 2.52302237706 0.972
24 2.58648164277 0.996
25 2.64994090848 0.996
26 2.71340017419 1.0
27 2.7768594399 1.0
28 2.84031870561 1.0
29 2.90377797132 1.0
30 2.96723723703 1.0
31 3.03069650274 1.0
32 3.09415576845 1.0
33 3.15761503416 1.0
34 3.22107429987 1.0
35 3.28453356558 1.0
36 3.34799283129 1.0
37 3.411452097 1.0
38 3.47491136272 1.0
39 3.53837062843 1.0
